rent,rooms,bathrooms,sqft,address
"$425,000",4 beds,4 beds,0.23,"110 E Valley View Dr, Phoenix, AZ 85042"
"$472,000",4 beds,4 beds,"2,114","16036 N 11th Ave #1067, Phoenix, AZ 85023"
"$1,649,000",4 beds,4 beds,0.25,"3808 E Fairmount Ave, Phoenix, AZ 85018"
"$3,595,000",— beds,— beds,"2,831","6307 E Sage Dr #3, Paradise Valley, AZ 85253"
"$1,250,000",— beds,— beds,0.34,"115 E Myrtle Ave #4, Phoenix, AZ 85020"
"$163,000",— beds,— beds,"1,675","- N N 18th St Unit -, New River, AZ 85087"
"$420,000",3 beds,3 beds,"1,765","1044 E Clinton St, Phoenix, AZ 85020"
"$365,000",2 beds,2 beds,"4,578","2725 E Mine Creek Rd #2166, Phoenix, AZ 85024"
"$925,000",4 beds,4 beds,"1,091","1827 E South Fork Dr, Phoenix, AZ 85048"
"$529,900",4 beds,4 beds,"1,967","7541 N 35th Dr, Phoenix, AZ 85051"
"$375,000",3 beds,3 beds,"2,894","4624 E Cheyenne Dr, Phoenix, AZ 85044"
"$916,000",4 beds,4 beds,0.32,"16626 N 43rd St, Phoenix, AZ 85032"
"$509,000",4 beds,4 beds,"2,535","10662 N 33rd Pl, Phoenix, AZ 85028"
"$599,000",4 beds,4 beds,0.36,"2423 W Crimson Ter, Phoenix, AZ 85085"
"$255,000",1 bed,1 bed,"1,209","1012 E Osborn Rd Unit C, Phoenix, AZ 85014"
"$354,000",3 beds,3 beds,"7,471","1414 E Romley Ave, Phoenix, AZ 85040"
"$335,000",1 bed,1 bed,"2,218","114 W Adams St #704, Phoenix, AZ 85003"
"$307,000",2 beds,2 beds,0.64,"2621 W Willow Ave, Phoenix, AZ 85029"
"$875,000",4 beds,4 beds,"2,309","4532 E Grandview Rd, Phoenix, AZ 85032"
"$844,000",3 beds,3 beds,"6,527","2366 E Sahuaro Dr, Phoenix, AZ 85028"
"$1,145,000",3 beds,3 beds,"2,162","14025 N 16th St, Phoenix, AZ 85022"
"$359,000",3 beds,3 beds,"6,050","7343 W Vernon Ave, Phoenix, AZ 85035"
"$640,000",4 beds,4 beds,745,"1731 E Windsong Dr, Phoenix, AZ 85048"
"$722,000",4 beds,4 beds,72,"16040 N 46th Pl, Phoenix, AZ 85032"
"$214,900",1 bed,1 bed,"1,352","3828 N 32nd St #102, Phoenix, AZ 85018"
"$314,000",2 beds,2 beds,"2,300","7827 W Palm Ln, Phoenix, AZ 85035"
"$960,000",4 beds,4 beds,751,"938 E Coronado Rd, Phoenix, AZ 85006"
"$1,299,000",— beds,— beds,"1,107","3638 E Glenrosa Ave, Phoenix, AZ 85018"
"$1,299,000",— beds,— beds,"2,118","3602 E Glenrosa Ave, Phoenix, AZ 85018"
"$815,000",— beds,— beds,"1,932","732 W Cinnabar Ave, Phoenix, AZ 85021"
"$425,000",4 beds,4 beds,0.23,"110 E Valley View Dr, Phoenix, AZ 85042"
"$472,000",4 beds,4 beds,"2,114","16036 N 11th Ave #1067, Phoenix, AZ 85023"
"$1,649,000",4 beds,4 beds,0.25,"3808 E Fairmount Ave, Phoenix, AZ 85018"
"$3,595,000",— beds,— beds,"2,831","6307 E Sage Dr #3, Paradise Valley, AZ 85253"
"$1,250,000",— beds,— beds,0.34,"115 E Myrtle Ave #4, Phoenix, AZ 85020"
"$163,000",— beds,— beds,"1,675","- N N 18th St Unit -, New River, AZ 85087"
